Date,Sales,Clicks,Views,Click-Through Rate,Product Price,Competitor Price,Daily Cost,Profit,Weekday,Promotion Intensity,inventory
2014/9/29,26,4189,23874,17.55%,102.35,106.29,2433.46,227.64,1,0,1960
2014/9/30,20,2024,19458,10.40%,100.9,112.28,1796.35,221.65,2,0,1934
2014/10/1,37,4202,25557,16.44%,98.23,105.79,3399.83,234.68,3,0,1914
2014/10/2,52,0,1123,0.00%,98.27,103,4861.96,248.08,4,0,1877
2014/10/3,49,5425,32779,16.55%,100.24,109.2,4661.44,250.32,5,0,1825
2014/10/4,14,3712,29946,12.40%,104.3,119.88,1243.45,216.75,6,0,1776
2014/10/5,48,2993,10762,27.81%,100.5,107.06,4576.27,247.73,0,0,1762
2014/10/6,54,2437,11142,21.87%,98.06,111.6,5044.13,251.11,1,0,1714
2014/10/7,37,1505,6381,23.59%,100.63,105.84,3486.4,236.91,2,0,1660
2014/10/8,39,3656,14179,25.78%,100.62,101.45,3684.69,239.49,3,0,1623
2014/10/9,46,2090,10466,19.97%,95.83,98.77,4170.06,238.12,4,0,1584
2014/10/10,53,1262,10751,11.74%,101.16,107.51,5105.61,255.87,5,0,1538
2014/10/11,34,2608,12573,20.74%,100.86,104.18,3193.37,235.87,6,0,1485
2014/10/12,35,420,1932,21.74%,102.76,102.76,3358.69,237.91,0,0,1451
2014/10/13,58,4960,19912,24.91%,105.12,119.55,5829.56,267.4,1,0,1416
2014/10/14,53,3548,19041,18.63%,103.72,116.85,5239.1,258.06,2,0,1358
2014/10/15,20,4038,32171,12.55%,100.98,112.22,1799.07,220.53,3,0,1305
2014/10/16,34,2938,18742,15.68%,99.36,101.86,3143.48,234.76,4,0,1285
2014/10/17,29,4155,24070,17.26%,106.76,108.69,2860.43,235.61,5,0,1251
2014/10/18,50,1118,4878,22.92%,101.78,102.81,4836.62,252.38,6,0,1222
2014/10/19,44,3992,18640,21.42%,101.74,112.79,4229.9,246.66,0,0,3553
2014/10/20,18,4162,24308,17.12%,101.71,115.88,1612.37,218.41,1,0,3509
2014/10/21,48,2015,6777,29.73%,102.2,108.8,4655.63,249.97,2,0,3491
2014/10/22,61,5159,23327,22.12%,101.57,103.39,5933.21,262.56,3,0,3443
2014/10/23,38,2890,19600,14.74%,100.75,108.49,3590.25,238.25,4,0,3382
2014/10/24,34,5057,42016,12.04%,100.85,106.13,3193.67,235.23,5,0,3344
2014/10/25,56,765,5858,13.06%,101.93,107.66,5450.65,257.43,6,0,3310
2014/10/26,34,3983,26697,14.92%,100.95,110.36,3197.71,234.59,0,0,3254
2014/10/27,14,3523,26661,13.21%,100.66,111.51,1194.71,214.53,1,0,3220
2014/10/28,48,2940,21410,13.73%,102.34,104.04,4662.25,250.07,2,0,3206
2014/10/29,58,2546,16214,15.70%,101.66,102.2,5635.23,261.05,3,0,3158
2014/10/30,56,4121,30599,13.47%,105.22,120.91,5628.62,263.7,4,0,3100
2014/10/31,50,929,3325,27.94%,96.96,100.34,4602.34,245.66,5,0,3044
2014/11/1,68,4794,41310,11.60%,104.48,105.32,6827.54,277.1,6,0,2994
2014/11/2,62,4286,20917,20.49%,104.84,107.83,6228.86,271.22,0,0,2926
2014/11/3,87,5230,28723,18.21%,98.24,98.81,8268.21,278.67,1,0,2864
2014/11/4,70,7239,24416,29.65%,101.74,107.72,6850.27,271.53,2,0,2777
2014/11/5,73,6598,53901,12.24%,101.73,113.97,7151.24,275.05,3,0,2707
2014/11/6,74,4959,27615,17.96%,99.7,104.8,7106.63,271.17,4,0,2634
2014/11/7,84,7582,25798,29.39%,101,107.73,8199.29,284.71,5,0,2560
2014/11/8,41,9180,33613,27.31%,100.37,110.54,3875.21,239.96,6,0,2476
2014/11/9,82,8907,33813,26.34%,106.14,114.24,8407.05,296.43,0,0,2435
2014/11/10,100,7458,49201,15.16%,104.54,118.05,10141.48,312.52,1,0,2353
2014/11/11,124,7461,55605,13.42%,105.25,118.92,12708.42,342.58,2,0,2253
2014/11/12,116,8552,36589,23.37%,104.19,104.34,11758.43,327.61,3,0,2129
2014/11/13,100,7777,27204,28.59%,100.53,112.26,9754.46,298.54,4,0,2013
2014/11/14,119,5883,27835,21.14%,101.77,108.8,11787.67,322.96,5,0,1913
2014/11/15,82,8192,38222,21.43%,103.84,119.24,8222.98,291.9,6,0,1794
2014/11/16,63,7449,47751,15.60%,100.45,107.73,6066.48,261.87,0,0,1712
2014/11/17,66,3834,15100,25.39%,104.36,119.81,6612.05,275.71,1,0,1649
2014/11/18,52,7881,57354,13.74%,102.49,114.09,5074.51,254.97,2,0,1583
2014/11/19,68,6676,40525,16.47%,102.25,106.06,6683.24,269.76,3,0.05,1531
2014/11/20,85,4435,23961,18.51%,104.46,112.9,8583.58,295.52,4,0,1463
2014/11/21,83,6957,34522,20.15%,103.96,119.43,8336.05,292.63,5,0,1378
2014/11/22,70,818,5509,14.85%,102.39,115.56,6893.83,273.47,6,0,1295
2014/11/23,50,6492,52794,12.30%,105.46,107,5015.72,257.28,0,0,1225
2014/11/24,83,5837,26278,22.21%,101.01,111.71,8100.03,283.8,1,0,3556
2014/11/25,85,9221,58462,15.77%,104.44,109.85,8583.63,293.77,2,0,3473
2014/11/26,68,5739,26539,21.62%,104.42,104.53,6822.65,277.91,3,0,3388
2014/11/27,80,4425,33811,13.09%,102.65,108.86,7926.85,285.15,4,0,3320
2014/11/28,90,8041,40977,19.62%,103.95,107.61,9056.83,298.67,5,0,3240
2014/11/29,118,5098,24685,20.65%,100.83,113.21,11581.08,316.86,6,0,3150
2014/11/30,80,4513,40891,11.04%,105.21,110.53,8124.05,292.75,0,0,3032
2014/12/1,46,6721,40168,16.73%,103.02,115.81,4489.72,249.2,1,0,2952
2014/12/2,120,11497,90611,12.69%,102.37,102.38,11958.65,325.75,2,0,2906
2014/12/3,164,8687,77097,11.27%,105.55,110.42,16921.64,388.56,3,0,2786
2014/12/4,127,11532,38699,29.80%,102.07,105.76,12629.76,333.13,4,0,2622
2014/12/5,126,11600,70529,16.45%,100.69,104.22,12362.75,324.19,5,0,2495
2014/12/6,134,12929,49352,26.20%,100.42,101.45,13123.12,333.16,6,0,2369
2014/12/7,135,9263,61373,15.09%,104.77,107.71,13791.5,352.45,0,0,2235
2014/12/8,98,6768,28641,23.63%,101.02,109.44,9600.42,299.54,1,0,2100
2014/12/9,114,11846,46999,25.20%,107.12,111.8,11875.83,335.85,2,0,2002
2014/12/10,119,7150,32629,21.91%,99.47,105.7,11523.66,313.27,3,0,1888
2014/12/11,155,7774,40007,19.43%,107.05,113.1,16208.27,384.48,4,0,1769
2014/12/12,132,11708,64199,18.24%,104.1,117.78,13394.73,346.47,5,0,1614
2014/12/13,122,13049,76861,16.98%,103.51,117.57,12296.18,332.04,6,0,1482
2014/12/14,105,10715,37477,28.59%,102.64,110.23,10466.16,311.04,0,0,1360
2014/12/15,102,11625,43682,26.61%,104.55,109.73,10350.79,313.31,1,0,1255
2014/12/16,105,10669,36412,29.30%,103.7,105.36,10574.96,313.54,2,0,3534
2014/12/17,130,10777,86313,12.49%,106,121.16,13427.04,352.96,3,0,3429
2014/12/18,94,10527,42762,24.62%,104.04,104.98,9476.33,303.43,4,0,3299
2014/12/19,129,11715,40724,28.77%,104.14,108.79,13090.07,343.99,5,0,3205
2014/12/20,136,11097,81447,13.62%,103.13,107.74,13680.02,345.66,6,0,3076
2014/12/21,131,12330,108826,11.33%,103.76,108.75,13248.73,343.83,0,0,2940
2014/12/22,104,12221,49233,24.82%,104.51,107.09,10551.96,317.08,1,0,2809
2014/12/23,90,7642,35561,21.49%,100.49,112.29,8754.23,289.87,2,0,2705
2014/12/24,84,9810,36554,26.84%,101.23,103.09,8218.18,285.14,3,0,2615
2014/12/25,95,11535,90149,12.80%,105.43,115.47,9706.01,309.84,4,0,2531
2014/12/26,126,15454,59655,25.91%,104.3,106.24,12802.62,339.18,5,0,2436
2014/12/27,128,11750,83733,14.03%,103.61,104.71,12922.48,339.6,6,0,2310
2014/12/28,126,10054,75747,13.27%,104.03,118.22,12767.56,340.22,0,0,2182
2014/12/29,109,12001,90332,13.29%,104.7,107.69,11090.56,321.74,1,0,2056
2014/12/30,115,10121,38495,26.29%,102.94,115.62,11514.58,323.52,2,0,1947
2014/12/31,109,10462,44893,23.30%,102.48,110.85,10855.21,315.11,3,0,1832
2015/1/1,126,9808,47934,20.46%,104.44,105.66,12819.54,339.9,4,0,1723
2015/1/2,172,16001,93155,17.18%,102.1,116.73,17182.33,378.87,5,0,1597
2015/1/3,161,15418,55975,27.54%,104.89,108.78,16504.46,382.83,6,0,1425
2015/1/4,187,15264,85517,17.85%,100.68,113.66,18441.5,385.66,0,0,1264
2015/1/5,176,16012,60808,26.33%,106.15,108.84,18278.55,403.85,1,0,3458
2015/1/6,186,16511,87905,18.78%,105.05,118.51,19129.45,409.85,2,0,3282
2015/1/7,152,14319,81641,17.54%,104.63,104.84,15534.22,369.54,3,0,3096
2015/1/8,173,14231,73913,19.25%,106.09,114.23,17952.52,401.05,4,0,2944
2015/1/9,145,16087,100370,16.03%,107.46,119.86,15205.27,376.43,5,0,2771
2015/1/10,126,14506,58135,24.95%,106.17,121.06,13029.69,347.73,6,0,2626
2015/1/11,148,12395,61806,20.05%,100.47,114.17,14524.43,345.13,0,0,2500
2015/1/12,153,13724,93715,14.64%,101.6,114.09,15187.17,357.63,1,0,2352
2015/1/13,164,15854,56638,27.99%,102.91,116.62,16502.16,375.08,2,0,2199
2015/1/14,168,16166,91447,17.68%,104.22,107.33,17122.61,386.35,3,0,2035
2015/1/15,148,13896,66580,20.87%,105.21,109.69,15202.46,368.62,4,0,1867
2015/1/16,137,14924,53054,28.13%,102.73,107.18,13730.43,343.58,5,0,1719
2015/1/17,115,13791,61334,22.49%,104.55,110.46,11693.1,330.15,6,0,1582
2015/1/18,126,14321,116072,12.34%,102.67,108.73,12603.13,333.29,0,0,1467
2015/1/19,176,16990,58999,28.80%,102.96,111.37,17732.64,388.32,1,0,1341
2015/1/20,150,15396,68262,22.55%,101.38,103.81,14856.25,350.75,2,0,3546
2015/1/21,159,14287,85560,16.70%,102.35,112.96,15906.17,367.48,3,0,3396
2015/1/22,154,13984,109374,12.79%,101.49,104.04,15272.33,357.13,4,0,3237
2015/1/23,118,12632,48808,25.88%,102.24,107,11741.73,322.59,5,0,3083
2015/1/24,163,14964,66799,22.40%,106.3,114.33,16936.55,390.35,6,0,2965
2015/1/25,154,12006,58086,20.67%,102.3,114.52,15393.13,361.07,0,0,2802
2015/1/26,161,13728,49243,27.88%,109.46,121.6,17217.59,405.47,1,0,2648
2015/1/27,158,11187,43407,25.77%,105.18,115.36,16238.58,379.86,2,0,2487
2015/1/28,138,15679,120297,13.03%,104.56,107,14074.27,355.01,3,0,2329
2015/1/29,132,13269,81733,16.23%,102.47,110.88,13186.32,339.72,4,0,2191
2015/1/30,147,14940,99801,14.97%,105.59,106.98,15152.61,369.12,5,0,2059
2015/1/31,157,15020,60372,24.88%,103.03,108.86,15807.38,368.33,6,0,1912
2015/2/1,138,16872,158115,10.67%,104.42,110.9,14056.89,353.07,0,0.13,1755
2015/2/2,192,23748,110983,21.40%,109.29,109.94,20542.9,440.78,1,0.19,1617
2015/2/3,183,16062,63613,25.25%,103.97,108.24,18627.41,399.1,2,0,1425
2015/2/4,171,20201,73363,27.54%,106.46,121.72,17803.81,400.85,3,0,1242
2015/2/5,187,16126,95750,16.84%,102.75,117.45,18815.25,399,4,0,3452
2015/2/6,205,17460,66073,26.43%,104.08,109.58,20909.78,426.62,5,0,3265
2015/2/7,216,17599,144104,12.21%,107.68,108.38,22798.16,460.72,6,0,3060
2015/2/8,175,14937,55467,26.93%,102.88,105.64,17617.56,386.44,0,0,2844
2015/2/9,176,18356,146265,12.55%,107.75,114.09,18548.4,415.6,1,0,2669
2015/2/10,187,18423,102659,17.95%,105.53,120.53,19320.13,413.98,2,0,2493
2015/2/11,154,15644,60294,25.95%,102.98,105.16,15495.14,363.78,3,0,2306
2015/2/12,205,17021,130947,13.00%,105.36,117.43,21165.61,433.19,4,0,2152
2015/2/13,193,14186,97264,14.59%,106.03,107.76,20038.83,424.96,5,0,1947
2015/2/14,167,17341,70938,24.45%,105.32,120.82,17196.47,391.97,6,0,1754
2015/2/15,198,18805,77067,24.40%,100.92,106.7,19586.07,396.09,0,0,1587
2015/2/16,182,21672,94957,22.82%,102.6,114.53,18280.87,392.33,1,0,1389
2015/2/17,202,15826,66275,23.88%,103.54,108.86,20497.15,417.93,2,0,1207
2015/2/18,192,16314,78227,20.85%,103.87,113.65,19533.92,409.12,3,0,3386
2015/2/19,189,16447,109384,15.04%,105.25,108.28,19477.72,414.53,4,0,3194
2015/2/20,197,18994,112298,16.91%,104.35,106.64,20138.12,418.83,5,0,3005
2015/2/21,203,19838,145525,13.63%,101.31,115.57,20160.13,405.8,6,0,2808
2015/2/22,175,15864,56317,28.17%,104.73,119.15,17931.9,395.85,0,0,2605
2015/2/23,181,18001,83077,21.67%,105.17,119.17,18631.56,404.21,1,0,2430
2015/2/24,186,15220,84475,18.02%,105.05,114.91,19130.43,408.87,2,0,2249
2015/2/25,195,16997,88341,19.24%,106.08,118.94,20257.5,428.1,3,0,2063
2015/2/26,207,18303,63232,28.95%,105.57,106.66,21414.56,438.43,4,0,1868
2015/2/27,201,18076,138332,13.07%,104.8,110.06,20640.69,424.11,5,0,1661
2015/2/28,182,18844,86740,21.72%,103.72,108.6,18479.74,397.3,6,0,1460
2015/3/1,179,15355,76325,20.12%,100.52,110.1,17617.83,375.25,0,0,1278
2015/3/2,188,15636,70340,22.23%,104.68,110.27,19268.57,411.27,1,0,3480
2015/3/3,187,20701,199774,10.36%,104.22,106.54,19082.97,406.17,2,0,3292
2015/3/4,208,16550,60307,27.44%,104.33,113.66,21271.08,429.56,3,0,3105
2015/3/5,190,20556,71767,28.64%,101.21,113.57,18839.05,390.85,4,0,2897
2015/3/6,205,19928,93546,21.30%,101.58,107.4,20414.76,409.14,5,0,2707
2015/3/7,223,18532,77432,23.93%,105.83,107.93,23141.13,458.96,6,0,2502
2015/3/8,176,20420,71775,28.45%,103.62,106.68,17846.37,390.75,0,0,2279
2015/3/9,223,19278,79843,24.14%,105.04,108.78,22971.37,452.55,1,0,2103
2015/3/10,174,15741,120613,13.05%,103.71,108.38,17656.02,389.52,2,0,1880
2015/3/11,214,19043,88466,21.53%,103.69,113.69,21758.72,430.94,3,0,1706
2015/3/12,189,19213,86801,22.13%,105.48,114.99,19519.13,416.59,4,0,1492
2015/3/13,236,18680,101067,18.48%,102.55,113.26,23755.36,446.44,5,0,1303
2015/3/14,221,19024,76930,24.73%,103.75,109.39,22487.36,441.39,6,0,3448
2015/3/15,189,15034,52406,28.69%,102.6,115.28,18993.11,398.29,0,0,3227
2015/3/16,217,20112,70540,28.51%,102.63,105.77,21843.96,426.75,1,0,3038
2015/3/17,191,18682,98239,19.02%,102.86,110.1,19242.47,403.79,2,0,2821
2015/3/18,225,17515,142807,12.26%,103.89,116.37,22927.96,447.29,3,0,2630
2015/3/19,203,20015,67397,29.70%,102.46,105.23,20386.62,412.76,4,0,2405
2015/3/20,196,19112,71372,26.78%,105.91,107.66,20330.13,428.23,5,0,2202
2015/3/21,210,16528,132295,12.49%,101.58,115.04,20918.69,413.11,6,0,2006
2015/3/22,193,16796,59105,28.42%,102.96,108.26,19467.37,403.91,0,0,1796
2015/3/23,198,17499,63869,27.40%,102.43,112.94,19873.77,407.37,1,0,1603
2015/3/24,181,18820,92360,20.38%,106.17,106.57,18804.82,411.95,2,0,1405
2015/3/25,189,19947,91393,21.83%,103.64,114.37,19182.62,405.34,3,0,1224
2015/3/26,181,17697,98425,17.98%,105.28,110.27,18650.37,405.31,4,0,3416
2015/3/27,202,19499,175742,11.10%,100.22,101.06,19845.85,398.59,5,0,3235
2015/3/28,213,20619,123437,16.70%,103.69,113.17,21654.93,431.04,6,0,3033
2015/3/29,240,19597,75207,26.06%,104.9,108.69,24706.6,469.4,0,0,2820
2015/3/30,206,18492,183222,10.09%,103.26,109.25,20851.06,420.5,1,0,2580
2015/3/31,222,15507,93023,16.67%,105.19,106.46,22899.65,452.53,2,0,2374
2015/4/1,176,15573,86693,17.96%,101.99,104.24,17569.1,381.14,3,0,2152
2015/4/2,213,21305,102685,20.75%,105.81,110.54,22090.43,447.1,4,0,1976
2015/4/3,216,18923,66637,28.40%,107.56,109.01,22770.66,462.3,5,0,1763
2015/4/4,207,19449,114899,16.93%,102.2,116.16,20741.63,413.77,6,0,1547
2015/4/5,197,17183,101440,16.94%,102,102.09,19691.36,402.64,0,0,1340
2015/4/6,213,21125,85353,24.75%,105.77,113.45,22081.93,447.08,1,0,3524
2015/4/7,178,19189,100759,19.04%,105.98,107.94,18457.01,407.43,2,0,3311
2015/4/8,222,16944,116918,14.49%,101.74,106.44,22158.19,428.09,3,0,3133
2015/4/9,217,18086,94945,19.05%,101.91,116.07,21690.46,424.01,4,0,2911
2015/4/10,201,19675,153505,12.82%,102.15,104.63,20122.87,409.28,5,0,2694
2015/4/11,209,19240,142226,13.53%,99.99,114.48,20494.26,403.65,6,0,2493
2015/4/12,201,18917,94739,19.97%,100.81,103.92,19862.83,399.98,0,0,2284
2015/4/13,211,16166,87961,18.38%,100.6,111.79,20819.05,407.55,1,0,2083
2015/4/14,207,18766,66318,28.30%,101.04,109.33,20508.33,406.95,2,0,1872
2015/4/15,185,16207,93965,17.25%,102.46,116.05,18561.82,393.28,3,0,1665
2015/4/16,201,14947,69161,21.61%,102.96,111.52,20279.93,415.03,4,0,1480
2015/4/17,220,18357,81063,22.65%,105.56,114.02,22772.59,450.61,5,0,1279
2015/4/18,200,19825,193190,10.26%,100.42,103.36,19688.72,395.28,6,0,3440
2015/4/19,241,20245,86997,23.27%,104.35,106.95,24682.69,465.66,0,0,3240
2015/4/20,208,18021,132891,13.56%,101.91,115.92,20784.23,413.05,1,0,2999
2015/4/21,206,14193,48570,29.22%,102.2,107.23,20640.64,412.56,2,0,2791
2015/4/22,215,17749,136812,12.97%,103.61,109.39,21843.35,432.8,3,0,2585
2015/4/23,211,18407,100626,18.29%,99.98,111.38,20690.72,405.06,4,0,2370
2015/4/24,224,19821,169309,11.71%,102.95,108.18,22623.28,437.52,5,0,2159
2015/4/25,227,18390,61428,29.94%,102.47,117.1,22823.9,436.79,6,0,1935
2015/4/26,220,20549,102519,20.04%,103.08,114.49,22243.78,433.82,0,0,1708
2015/4/27,190,18268,83386,21.91%,102.64,111.84,19101.54,400.06,1,0,1488
2015/4/28,208,16831,148401,11.34%,106.93,121.06,21792.54,448.9,2,0,1298
2015/4/29,201,14120,56481,25.00%,100.7,101.45,19841.15,399.55,3,0,3471
2015/4/30,185,16791,118262,14.20%,100.87,104.76,18277.88,383.07,4,0,3270
2015/5/1,222,19466,69618,27.96%,100.64,107.66,21922.99,419.09,5,0,3085
2015/5/2,184,12776,90591,14.10%,100.74,104.17,18153.62,382.54,6,0,2863
2015/5/3,180,15292,110701,13.81%,100.53,111.75,17717.15,378.25,0,0,2679
2015/5/4,177,15594,145317,10.73%,104.14,118.5,18037.32,395.46,1,0,2499
2015/5/5,191,14733,75781,19.44%,104.56,111.21,19559.31,411.65,2,0,2322
2015/5/6,185,12183,57205,21.30%,100.54,105.7,18217.98,381.92,3,0,2131
2015/5/7,173,16072,142051,11.31%,99.97,114.39,16928.17,366.64,4,0,1946
2015/5/8,197,13386,52472,25.51%,102.53,109.37,19791.51,406.9,5,0,1773
2015/5/9,157,17275,90607,19.07%,100.44,107.81,15414.93,354.15,6,0,1576
2015/5/10,167,12868,62808,20.49%,102.77,108.19,16785,377.59,0,0,1419
2015/5/11,160,14309,76049,18.82%,101.86,115.76,15933.49,364.11,1,0,1252
2015/5/12,164,12633,70123,18.02%,98.38,106.78,15783.51,350.81,2,0,3473
2015/5/13,169,13013,61402,21.19%,104.46,116.4,17265.53,388.21,3,0,3309
2015/5/14,205,13802,105320,13.10%,104.92,117.7,21078.3,430.3,4,0,3140
2015/5/15,174,16342,119822,13.64%,100.05,105.18,17041.13,367.57,5,0,2935
2015/5/16,190,14130,51880,27.24%,100.46,107,18699.14,388.26,6,0,2761
2015/5/17,158,15812,54670,28.92%,101.76,114.71,15716.9,361.18,0,0,2571
2015/5/18,181,16916,96849,17.47%,101.81,107.36,18041.04,386.57,1,0,2413
2015/5/19,172,14270,92572,15.42%,102.41,114.61,17234.3,380.22,2,0,2232
2015/5/20,184,18177,79444,22.88%,105.07,119.9,18923.17,409.71,3,0,2060
2015/5/21,186,13558,74598,18.17%,100.65,110.06,18336.17,384.73,4,0,1876
2015/5/22,201,14451,137527,10.51%,99.36,110.41,19580.86,390.5,5,0,1690
2015/5/23,174,17526,133551,13.12%,98.16,110.01,16719.98,359.86,6,0,1489
2015/5/24,155,13444,55280,24.32%,99.41,112.01,15061.02,347.53,0,0,1315
2015/5/25,167,14623,63088,23.18%,100.76,106.73,16462.26,364.66,1,0,3541
2015/5/26,162,14960,141909,10.54%,104.36,105.16,16525.28,381.04,2,0,3374
2015/5/27,178,12854,89020,14.44%,99.69,105.7,17374.9,369.92,3,0,3212
2015/5/28,174,14507,99216,14.62%,101.13,111.35,17221.34,375.28,4,0,3034
2015/5/29,183,13871,59182,23.44%,100.6,107.4,18029.44,380.36,5,0,2860
2015/5/30,214,14620,140655,10.39%,102.97,114.54,21607.34,428.24,6,0,2677
2015/5/31,179,17069,141274,12.08%,105.6,111.25,18495.71,406.69,0,0,2463
2015/6/1,166,13250,50964,26.00%,99.43,108.9,16146.32,359.06,1,0,2284
2015/6/2,95,10571,77894,13.57%,99.47,102.25,9157.1,292.55,2,0,2118
2015/6/3,114,11584,50245,23.06%,102.49,114.01,11362.72,321.14,3,0,2023
2015/6/4,128,11070,74981,14.76%,101.72,110.05,12689.14,331.02,4,0,1909
2015/6/5,125,9370,78156,11.99%,104,107.18,12663.6,336.4,5,0,1781
2015/6/6,149,11196,75325,14.86%,101.43,105.87,14762.58,350.49,6,0,1656
2015/6/7,106,9669,39553,24.45%,99.49,110.66,10244.91,301.03,0,0,1507
2015/6/8,109,11032,40687,27.11%,101.35,108.69,10734.95,312.2,1,0,1401
2015/6/9,130,10532,39587,26.60%,102.34,105.66,12967.37,336.83,2,0,1292
2015/6/10,116,9618,53601,17.94%,101.71,116.47,11478.43,319.93,3,0,3543
2015/6/11,112,9699,41516,23.36%,101.04,111.88,11002.83,313.65,4,0,3427
2015/6/12,112,12338,87505,14.10%,102.11,116.77,11119.68,316.64,5,0,3315
2015/6/13,157,11171,70421,15.86%,102.27,108.82,15692.73,363.66,6,0,3203
2015/6/14,120,7208,25810,27.93%,102.65,109.97,11990.55,327.45,0,0,3046
2015/6/15,133,9037,88079,10.26%,101.13,114.75,13115.71,334.58,1,0,2926
2015/6/16,158,12361,105557,11.71%,99.45,107.28,15363.62,349.48,2,0,2793
2015/6/17,157,8647,61076,14.16%,100.03,110.64,15353.13,351.58,3,0,2635
2015/6/18,168,7981,75788,10.53%,102.11,105.97,16779.59,374.89,4,0,2478
2015/6/19,152,12782,93787,13.63%,98.01,104.58,14560.98,336.54,5,0,2310
2015/6/20,152,20114,92858,21.66%,100.34,102.2,14906.42,345.26,6,0.26,2158
2015/6/21,126,13224,71758,18.43%,98.77,101.82,12126.86,318.16,0,0,2006
2015/6/22,134,9431,33859,27.85%,99.56,99.57,13012.2,328.84,1,0,1880
2015/6/23,106,12165,46168,26.35%,102.02,102.62,10503.92,310.2,2,0,1746
2015/6/24,130,11425,67859,16.84%,99.79,114.42,12648.57,324.13,3,0,1640
2015/6/25,102,10753,70797,15.19%,99.46,103.08,9848.37,296.55,4,0,1510
2015/6/26,106,12444,70729,17.59%,96.6,106.21,9946.51,293.09,5,0,1408
2015/6/27,150,11241,51550,21.81%,100.76,113.44,14764.37,349.63,6,0,1302
2015/6/28,111,10652,69343,15.36%,100.52,108.82,10847.88,309.84,0,0,3533
2015/6/29,115,12488,55544,22.48%,103.5,105.88,11577.62,324.88,1,0,3422
2015/6/30,98,9766,53694,18.19%,98.52,109.28,9362.95,292.01,2,0,3307
2015/7/1,131,8125,38615,21.04%,99.52,108.48,12712.91,324.21,3,0,3209
2015/7/2,78,6694,35753,18.72%,99.54,110.46,7489.38,274.74,4,0,3078
2015/7/3,56,8450,53180,15.89%,102.15,113.94,5462.31,258.09,5,0,3000
2015/7/4,58,6148,21222,28.97%,98.76,113.21,5474.29,253.79,6,0,2944
2015/7/5,70,4903,19400,25.27%,99.46,108.02,6695.44,266.76,0,0,2886
2015/7/6,35,3210,25073,12.80%,100.07,105.2,3267.03,235.42,1,0,2816
2015/7/7,84,5799,21187,27.37%,99.18,108.83,8051.46,279.66,2,0,2781
2015/7/8,61,5328,26979,19.75%,97.87,98.87,5713.02,257.05,3,0,2697
2015/7/9,89,8901,31913,27.89%,99.11,112.45,8536.86,283.93,4,0,2636
2015/7/10,74,7605,29253,26.00%,100.82,102.63,7185.1,275.58,5,0,2547
2015/7/11,74,7239,39120,18.50%,96.58,101.33,6883.03,263.89,6,0,2473
2015/7/12,66,7399,70807,10.45%,98.85,110.95,6260.74,263.36,0,0,2399
2015/7/13,66,7335,47711,15.37%,97.14,105.84,6151.13,260.11,1,0,2333
2015/7/14,51,7411,35573,20.83%,100.89,106.85,4892.35,253.04,2,0,2267
2015/7/15,100,7610,33569,22.67%,95.41,102.19,9256.51,284.49,3,0,2216
2015/7/16,79,6460,42618,15.16%,97.29,109.76,7416.05,269.86,4,0,2116
2015/7/17,102,6320,49424,12.79%,99.12,104.18,9814.34,295.9,5,0,2037
2015/7/18,49,7129,26701,26.70%,101.45,114.68,4720.23,250.82,6,0,1935
2015/7/19,59,8234,27735,29.69%,98.15,99.45,5535.06,255.79,0,0,1886
2015/7/20,71,6158,30018,20.51%,97.13,108.45,6631.69,264.54,1,0,1827
2015/7/21,77,7784,57944,13.43%,101.96,114.92,7569.05,281.87,2,0,1756
2015/7/22,25,8670,56130,15.45%,95.26,97.86,2158.69,222.81,3,0,1679
2015/7/23,61,5613,54138,10.37%,93.71,99.76,5469.73,246.58,4,0,1654
2015/7/24,85,5186,18334,28.29%,98.95,101.41,8129.6,281.15,5,0,1593
2015/7/25,77,8648,69995,12.36%,97.02,107.3,7201.93,268.61,6,0,1508
2015/7/26,69,6961,32331,21.53%,95.94,103.64,6359.76,260.1,0,0,1431
2015/7/27,85,5779,37329,15.48%,99.36,108.83,8163.27,282.33,1,0,1362
2015/7/28,75,8028,38077,21.08%,98.39,101.29,7109.61,269.64,2,0,1277
2015/7/29,57,4977,21612,23.03%,96.73,99.8,5263.65,249.96,3,0,1202
2015/7/30,69,9741,36627,26.60%,95.26,95.85,6314.79,258.15,4,0,3526
2015/7/31,76,5976,42297,14.13%,99.52,104.33,7288.74,274.78,5,0,3457
2015/8/1,89,7966,77945,10.22%,99.04,107.36,8529.92,284.64,6,0,3381
2015/8/2,37,3513,27579,12.74%,97.5,110.05,3372.55,234.95,0,0,3292
2015/8/3,27,3746,13378,28.00%,101.35,111.49,2506.93,229.52,1,0,3255
2015/8/4,18,2831,10302,27.48%,95.48,101.72,1503.91,214.73,2,0,3228
2015/8/5,25,5250,23919,21.95%,94.53,108.04,2144,219.25,3,0.16,3210
2015/8/6,12,2435,11062,22.01%,96.16,106.53,942.53,211.39,4,0,3185
2015/8/7,23,1532,6574,23.30%,97.41,111,2018.46,221.97,5,0,3173
2015/8/8,51,5352,39622,13.51%,97.95,105.7,4748.06,247.39,6,0,3150
2015/8/9,29,2326,8222,28.29%,96.95,100.72,2586.96,224.59,0,0.19,3099
2015/8/10,69,3864,21028,18.38%,98.1,98.88,6505.92,262.98,1,0,3070
2015/8/11,32,4022,22771,17.66%,94.85,105.18,2808.87,226.33,2,0,3001
